imo,name,ship_type,reporting_period,technical_efficiency,port_of_registry,home_port,ice_class,doc_issue_date,doc_expiry_date,verifier_number,verifier_name,verifier_nab,verifier_address,verifier_city,verifier_accreditation_number,verifier_country,monitoring_method_a,monitoring_method_b,monitoring_method_c,monitoring_method_d,annual_monitoring_total_fuel_consumption,annual_monitoring_fuel_consumption_assigned_to_on_laden,annual_monitoring_total_co2_emissions,annual_monitoring_co2_emissions_from_all_voyages_between_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_to_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_which_occured_within_ports_under_a_ms_jurisdiction_at_berth,annual_monitoring_co2_emissions_assigned_to_passenger_transport,annual_monitoring_co2_emissions_assigned_to_freight_transport,annual_monitoring_co2_emissions_assigned_to_on_laden,annual_monitoring_total_time_spent_at_sea,annual_average_fuel_consumption_per_distance,annual_average_fuel_consumption_per_transport_work_mass,annual_average_fuel_consumption_per_transport_work_volume,annual_average_fuel_consumption_per_transport_work_dwt,annual_average_fuel_consumption_per_transport_work_pax,annual_average_fuel_consumption_per_transport_work_freight,annual_average_co2_emissions_per_distance,annual_average_co2_emissions_per_transport_work_mass,annual_average_co2_emissions_per_transport_work_volume,annual_average_co2_emissions_per_transport_work_dwt,annual_average_co2_emissions_per_transport_work_pax,annual_average_co2_emissions_per_transport_work_freight,voluntary_reporting_distance_through_ice,voluntary_reporting_total_time_spent_at_sea,voluntary_reporting_total_time_spent_at_sea_through_ice,voluntary_reporting_direct_emissions,voluntary_reporting_average_fuel_consumption_per_distance_on_laden_voyages,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_freight,voluntary_reporting_average_co2_emissions_per_distance_on_laden_voyages,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_freight,voluntary_reporting_additional_comments,voluntary_reporting_average_density_of_the_cargo_transported
9726774,TRUE CHARIOT,Bulk carrier,2019.0,EEDI (2.41 gCO₂/t·nm),Monrovia,,,21/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,Yes,,2017.4,689.7,6337.47,817.46,3369.01,1445.71,705.29,,,2171.14,1211.3,147.81,3.06,,,,,464.32,9.61,,,,,,1211.3,,,138.63,1.05,,,,,436.41,3.29,,,,,,
9726798,STELLAR ACE,Bulk carrier,2019.0,EIV (1.94 gCO₂/t·nm),MAJURO,,,09/06/2020,30/06/2021,,Korean register of shipping,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",Yes,,,,1916.56,,5990.45,0.0,2649.48,3266.56,74.41,,,,1363.1,230.3,1.57,,,,,719.83,4.89,,,,,,1363.1,,,,,,,,,,,,,,,,
9726841,CENTURY EMERALD,Bulk carrier,2019.0,EEDI (9.03 gCO₂/t·nm),PANAMA,,,03/06/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,337.85,,1069.26,77.53,159.3,812.97,19.46,,,,605.86,52.28,7.33,,,,,165.45,23.19,,,,,,605.86,,,,,,,,,,,,,,,,
9727041,SAGAR SAMRAT,Bulk carrier,2019.0,EIV (5.61 gCO₂/t·nm),Singapore,,,02/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,5024.7,,15857.48,4619.91,5700.81,3782.49,1754.27,,,,4854.37,108.22,3.2,,,,,341.53,10.09,,,,,,4854.37,,,,,,,,,,,,,,,,
9727077,OCEAN FORTUNE,Bulk carrier,2019.0,EEDI (4.73 gCO₂/t·nm),Hong Kong,,,01/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,498.39,,1564.55,87.25,436.4,970.82,70.08,,,,969.8,78.55,3.71,,,,,246.58,11.66,,,,,,969.8,,,,,,,,,,,,,,,,
9727089,ULTRA LASCAR,Bulk carrier,2019.0,EEDI (4.62 gCO₂/t·nm),Panama City,,,29/07/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,,,198.6,,624.84,0.0,0.0,624.84,0.0,,,,225.0,75.01,2.65,,,,,235.98,8.34,,,,,,225.0,,,,,,,,,,,,,,,,
9727118,NORDIC OLYMPIC,Bulk carrier,2019.0,EEDI (3.73 gCO₂/t·nm),Panama,Panama,IA,15/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,3562.33,,11147.4,867.75,3161.03,4567.36,1141.09,,,,2928.26,109.05,2.46,,,,,341.23,7.69,,,,,,2928.26,,,,,,,,,,,,,,,,
9727120,NORDIC OASIS,Bulk carrier,2019.0,EEDI (3.73 gCO₂/t·nm),Panama,Panama,IA,15/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,4573.23,,14370.87,4137.66,3088.49,2876.99,1175.33,,,,4426.24,90.01,2.4,,,,,282.85,7.54,,,,,,4426.24,,,,,,,,,,,,,,,,
9727132,TAI SPLENDOR,Bulk carrier,2019.0,EIV (3.94 gCO₂/t·nm),Panama,Panama,,30/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,Yes,,Yes,,706.82,601.93,2226.94,215.83,855.2,886.58,269.34,,,1892.95,790.7,84.31,2.02,,,,,265.62,6.36,,,,,,790.7,,,82.13,1.72,,,,,258.28,5.41,,,,,,
9727182,LOWLANDS HOPE,Bulk carrier,2019.0,EEDI (3.74 gCO₂/t·nm),Singapore,,IC,15/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,895.91,854.51,2812.57,73.92,787.29,1859.35,92.01,,,2681.9,1529.7,86.43,2.39,,,,,271.33,7.5,,,,,,1529.7,,,84.09,2.28,,,,,263.91,7.16,,,,,,
9727209,COSDIGNITY LAKE,Oil tanker,2019.0,EEDI (2.26 gCO₂/t·nm),HONG  KONG,,,28/04/2020,30/06/2021,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,3472.31,,10879.28,1711.28,5247.35,2178.86,1741.8,,,,1034.03,273.22,1.26,,,,,856.04,3.95,,,,,,1034.03,,,,,,,,,,,,,,,,
9727326,ORIENT VIOLET,Bulk carrier,2019.0,EIV (3.68 gCO₂/t·nm),SINGAPORE,,,30/03/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,Yes,,,,1754.27,,5506.66,620.49,949.62,3725.44,211.12,,,,1822.2,87.03,1.56,,,,,273.2,4.91,,,,,,1822.2,,,,,,,,,,,,,,,,
9727352,MINERAL EDO,Bulk carrier,2019.0,EIV (3.11 gCO₂/t·nm),PANAMA,,,24/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,1542.57,,4823.52,0.0,2149.79,2567.04,106.7,,,,1038.2,137.82,1.57,,,,,430.94,4.91,,,,,,1038.2,,,,,,,,,,,,,,,,
9727417,RED AZALEA,Bulk carrier,2019.0,EEDI (4.08 gCO₂/t·nm),PANAMA,,,12/02/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,719.14,,2267.52,202.3,1195.28,758.43,111.5,,,,895.9,74.69,1.58,,,,,235.51,4.97,,,,,,895.9,,,,,,,,,,,,,,,,
9727493,TCZEW,Bulk carrier,2019.0,EEDI (4.6 gCO₂/t·nm),Monrovia,,IC,01/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,1785.79,,5619.76,687.96,1600.83,3120.3,210.68,,,,2583.05,71.3,2.99,,,,,224.38,9.41,,,,,0.0,2583.05,0.0,,,,,,,,,,,,,,,
9727508,DRAWNO,Bulk carrier,2019.0,EEDI (4.76 gCO₂/t·nm),Monrovia,,IC,01/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,2105.2,,6617.29,335.99,3665.66,2213.5,402.15,,,,2955.08,71.72,2.78,,,,,225.43,8.72,,,,,0.0,2955.08,0.0,,,,,,,,,,,,,,,
9727534,NAVIG8 AMMOLITE,Chemical tanker,2019.0,EEDI (5.18 gCO₂/t·nm),Majuro,,,22/04/2020,30/06/2021,,Korean register of shipping,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",Yes,,,,778.01,,2440.43,169.92,1989.93,197.22,83.36,,,,1170.0,61.41,3.37,,,,,192.62,10.57,,,,,,1170.0,,,,,,,,,,,,,,,,
9727546,NAVIG8 ADAMITE,Chemical tanker,2019.0,EEDI (5.27 gCO₂/t·nm),Majuro,,,22/04/2020,30/06/2021,,Korean register of shipping,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",Yes,,,,2018.1,,6327.71,163.41,1611.2,3543.54,1009.57,,,,1636.0,106.39,4.79,,,,,333.58,15.02,,,,,,1636.0,,,,,,,,,,,,,,,,
9727558,NAVIG8 ARAGONITE,Chemical tanker,2019.0,EEDI (5.2 gCO₂/t·nm),Majuro,,,22/04/2020,30/06/2021,,Korean register of shipping,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",Yes,,,,1847.01,,5798.83,746.75,1932.34,2601.45,518.29,,,,1647.0,118.96,4.29,,,,,373.49,13.46,,,,,,1647.0,,,,,,,,,,,,,,,,
9727572,NAVIG8 ALABASTER,Chemical tanker,2019.0,EEDI (5.21 gCO₂/t·nm),Majuro,Majuro,,02/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,Yes,,,1770.9,,5548.83,1415.49,2556.82,1342.5,234.02,,,,2226.65,81.72,6.94,,,,,256.07,21.76,,,,,,2226.65,,,,,,,,,,,,,,,,
9727584,NAVIG8 ACHROITE,Chemical tanker,2019.0,EEDI (5.15 gCO₂/t·nm),Majuro,,,22/04/2020,30/06/2021,,Korean register of shipping,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",Yes,,,,2978.94,,9362.4,2358.24,2101.34,4221.64,681.17,,,,3149.0,99.53,4.64,,,,,312.81,14.59,,,,,,3149.0,,,,,,,,,,,,,,,,
9727596,GEBE OLDENDORFF,Bulk carrier,2019.0,EIV (3.56 gCO₂/t·nm),,,IC,19/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,1673.96,,5295.5,1127.46,275.07,3161.82,731.14,,,,1558.5,102.69,2.02,,,,,324.85,6.4,,,,,,1558.5,,,,,,,,,,,,,,,,
9727637,FENG DE HAI,Bulk carrier,2019.0,EEDI (3.95 gCO₂/t·nm),Hong Kong,,,12/05/2020,30/06/2021,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,1456.17,,4548.65,380.06,795.55,2589.56,783.47,,,,1107.0,108.58,3.02,,,,,339.17,9.42,,,,,,1107.0,,,,,,,,,,,,,,,,
9727649,FENG HUI HAI,Bulk carrier,2019.0,EEDI (3.83 gCO₂/t·nm),Hongkong,,,16/04/2020,30/06/2021,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,846.42,,2644.65,149.67,2221.6,46.81,226.55,,,,636.72,102.81,1.84,,,,,321.23,5.76,,,,,,636.72,,,,,,,,,,,,,,,,
9727651,FENG SHOU HAI,Bulk carrier,2019.0,EEDI (3.78 gCO₂/t·nm),Hong Kong,,,08/04/2020,30/06/2021,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,1223.1,,3835.15,546.81,382.49,2493.22,412.63,,,,948.33,101.3,2.52,,,,,317.64,7.91,,,,,,948.33,,,,,,,,,,,,,,,,
9727663,FENG ZE HAI,Bulk carrier,2019.0,EEDI (3.81 gCO₂/t·nm),"Hong Kong, China",,,21/04/2020,30/06/2021,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,1385.57,,4329.23,249.99,3164.66,718.73,195.85,,,,1127.24,96.43,2.57,,,,,301.29,8.03,,,,,,1127.24,,,,,,,,,,,,,,,,
9727871,MAERSK GUAYAQUIL,Container ship,2019.0,EEDI (10.41 gCO₂/t·nm),Hong Kong,,,29/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,9004.69,,28154.62,4963.55,14907.89,7453.52,829.64,,,,2729.57,231.48,2.52,,,,,723.75,7.89,,,,,,2729.57,,,,,,,,,,,,,,,,
9727974,FLAG METTE,Bulk carrier,2019.0,EEDI (3.73 gCO₂/t·nm),,,IB,27/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,,,,5433.56,,17133.9,712.7,7062.25,8678.43,680.48,,,,6736.0,113.07,2.85,,,,,356.56,9.0,,,,,,6736.0,,,,,,,,,,,,,,,,
9727986,DESPINA V,Bulk carrier,2019.0,EEDI (3.8 gCO₂/t·nm),,,IB,27/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,,,,5527.54,,17351.15,1523.63,8662.77,6779.78,384.97,,,,5148.0,110.73,2.19,,,,,347.59,6.87,,,,,,5148.0,,,,,,,,,,,,,,,,
9728069,DRIVE GREEN HIGHWAY,Vehicle carrier,2019.0,EIV (15.36 gCO₂/t·nm),PANAMA,,,18/03/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,7720.7,,24164.39,3329.35,9956.97,10042.89,835.16,,,,5218.89,99.93,14.86,,,,,312.76,46.5,,,,,,5218.89,,,,,,,,,,,,,,,,
9728071,ORION HIGHWAY,Vehicle carrier,2019.0,EEDI (14.26 gCO₂/t·nm),PANAMA,,,22/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,Yes,Yes,,5086.8,,15910.89,3573.03,6066.43,5896.32,375.1,,,,3192.0,102.85,16.23,,,,,321.71,50.77,,,,,,3192.0,,,,,,,,,,,,,,,,
9728083,APOLLON HIGHWAY,Vehicle carrier,2019.0,EIV (15.14 gCO₂/t·nm),PANAMA,,,29/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,7967.0,,25016.79,3045.42,10338.94,10558.75,1073.69,,,,5260.1,97.73,15.57,,,,,306.87,48.89,,,,,,5260.1,,,,,,,,,,,,,,,,
9728095,POLARIS HIGHWAY,Vehicle carrier,2019.0,EIV (15.02 gCO₂/t·nm),PANAMA,,,22/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,6922.5,,21690.55,3757.32,10567.56,6656.54,709.14,,,,4320.05,100.76,15.41,,,,,315.71,48.29,,,,,,4320.05,,,,,,,,,,,,,,,,
9728124,GENEVA STAR,Bulk carrier,2019.0,EEDI (3.52 gCO₂/t·nm),SINGAPORE,,,23/03/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,743.24,479.98,2318.58,0.0,718.99,1495.03,104.55,,,1495.04,549.9,101.09,2.57,,,,,315.37,8.01,,,,,,549.9,,,,1.66,,,,,,5.16,,,,,,
9728150,DORIC TRIDENT,Bulk carrier,2019.0,EEDI (4.2 gCO₂/t·nm),Monrovia,,,15/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,,,1161.28,,3639.02,229.92,2122.51,1217.33,69.25,,,,1485.0,85.55,2.18,,,,,268.09,6.84,,,,,,1485.0,,,,,,,,,,,,,,,,
9728162,DORIC JAVELIN,Bulk carrier,2019.0,EEDI (4.22 gCO₂/t·nm),Monrovia,,,15/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,,,2243.94,,7024.58,228.34,4093.35,2485.52,217.37,,,,4491.64,74.45,1.7,,,,,233.06,5.32,,,,,,4491.64,,,,,,,,,,,,,,,,
9728174,NORD POLLUX,Bulk carrier,2019.0,EEDI (3.53 gCO₂/t·nm),PANAMA,,,16/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,1545.01,,4908.99,2158.15,420.32,1503.26,827.28,,,,1305.25,99.97,2.02,,,,,317.65,6.42,,,,,,1305.25,,,,,,,,,,,,,,,,
9728239,MINERVA CORALIA,Oil tanker,2019.0,EEDI (2.89 gCO₂/t·nm),Valletta,,,30/04/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,4637.44,,14546.48,861.0,3400.9,8637.9,1646.5,,,,4230.1,115.91,1.57,,,,,363.57,4.93,,,,,,4230.1,,,,,,,,,,,,,,,,
9728241,MINERVA BALTICA,Oil tanker,2019.0,EEDI (2.86 gCO₂/t·nm),Valletta,,IB,30/04/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,5467.98,,17175.35,1018.1,7351.4,6597.7,2208.2,,,,5051.8,118.43,1.75,,,,,371.99,5.51,,,,,,5051.8,,,,,,,,,,,,,,,,
9728382,CRYSTAL CONFIDENCE,Bulk carrier,2019.0,EEDI (5.22 gCO₂/t·nm),MANILA,,,30/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,Yes,,,,499.43,,1571.96,198.16,411.91,919.25,42.64,,,,558.2,74.73,2.98,,,,,235.22,9.36,,,,,,558.2,,,,,,,,,,,,,,,,
9728409,YUNNAN,Bulk carrier,2019.0,EEDI (5.27 gCO₂/t·nm),HONG KONG,,,30/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,Yes,,,,3606.67,,11286.15,5329.31,2481.95,2936.2,538.68,,,,4398.38,67.66,2.72,,,,,211.72,8.52,,,,,,4398.38,,,,,,,,,,,,,,,,
9728411,KWK EXCELSUS,Oil tanker,2019.0,EEDI (3.18 gCO₂/t·nm),Singapore,,,03/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,1064.7,,3332.38,0.0,940.9,1874.32,517.16,,,,730.6,172.19,2.63,,,,,538.92,8.22,,,,,,730.6,,,,,,,,,,,,,,,,
9728461,FIORA TOPIC,Bulk carrier,2019.0,EEDI (5.36 gCO₂/t·nm),,,,24/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,Yes,,,522.0,,1628.28,0.0,119.92,1426.61,81.75,,,,677.8,63.43,2.11,,,,,197.85,6.59,,,,,,677.8,,,,,,,,,,,,,,,,
9728473,ALBERTO TOPIC,General cargo ship,2019.0,EEDI (5.26 gCO₂/t·nm),Majuro,,,31/03/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,,,1026.25,,3213.13,23.08,2250.99,772.66,166.39,,,,1148.5,74.73,14264.93,,13420.29,,,233.97,44662.65,,42018.13,,,,1148.5,,,,,,,,,,,,,,,,
9728485,AFRICAN GOSHAWK,General cargo ship,2019.0,EEDI (5.94 gCO₂/t·nm),Nassau,,,28/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,Yes,Yes,,469.64,401.97,1479.77,199.9,1069.4,0.0,210.47,,,1263.72,712.0,68.71,2.62,,2.34,,,216.5,8.24,,7.39,,,,712.0,,,68.96,2.24,,2.01,,,216.8,7.04,,6.31,,,,
9728629,SBI ZUMBA,Bulk carrier,2019.0,EEDI (3.6 gCO₂/t·nm),Monrovia,,,30/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,,,1190.47,,3738.79,216.07,1839.93,1389.68,293.11,,,,1660.8,97.22,1.52,,,,,305.32,4.78,,,,,,1660.8,,,,,,,,,,,,,,,,
9728655,GREAT PROGRESS,Bulk carrier,2019.0,EEDI (3.78 gCO₂/t·nm),Hong Kong,,,28/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,2431.21,,7584.16,584.08,4339.5,2323.17,337.4,,,,2597.25,104.6,1.99,,,,,326.29,6.22,,,,,,2597.25,,,,,,,,,,,,,,,,
9728667,GREAT PIONEER,Bulk carrier,2019.0,EEDI (3.82 gCO₂/t·nm),Hong Kong,,,28/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,2313.99,,7241.6,1357.34,3715.63,2072.75,95.89,,,,2621.0,83.93,2.0,,,,,262.65,6.24,,,,,,2621.0,,,,,,,,,,,,,,,,
9728679,GREAT FLUENCY,Bulk carrier,2019.0,EEDI (3.77 gCO₂/t·nm),Hong Kong,,,28/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,1305.94,,4070.88,424.1,1893.92,1626.42,126.43,,,,1305.7,100.02,1.92,,,,,311.79,5.99,,,,,,1305.7,,,,,,,,,,,,,,,,
