imo,name,ship_type,reporting_period,technical_efficiency,port_of_registry,home_port,ice_class,doc_issue_date,doc_expiry_date,verifier_number,verifier_name,verifier_nab,verifier_address,verifier_city,verifier_accreditation_number,verifier_country,monitoring_method_a,monitoring_method_b,monitoring_method_c,monitoring_method_d,annual_monitoring_total_fuel_consumption,annual_monitoring_fuel_consumption_assigned_to_on_laden,annual_monitoring_total_co2_emissions,annual_monitoring_co2_emissions_from_all_voyages_between_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_to_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_which_occured_within_ports_under_a_ms_jurisdiction_at_berth,annual_monitoring_co2_emissions_assigned_to_passenger_transport,annual_monitoring_co2_emissions_assigned_to_freight_transport,annual_monitoring_co2_emissions_assigned_to_on_laden,annual_monitoring_total_time_spent_at_sea,annual_average_fuel_consumption_per_distance,annual_average_fuel_consumption_per_transport_work_mass,annual_average_fuel_consumption_per_transport_work_volume,annual_average_fuel_consumption_per_transport_work_dwt,annual_average_fuel_consumption_per_transport_work_pax,annual_average_fuel_consumption_per_transport_work_freight,annual_average_co2_emissions_per_distance,annual_average_co2_emissions_per_transport_work_mass,annual_average_co2_emissions_per_transport_work_volume,annual_average_co2_emissions_per_transport_work_dwt,annual_average_co2_emissions_per_transport_work_pax,annual_average_co2_emissions_per_transport_work_freight,voluntary_reporting_distance_through_ice,voluntary_reporting_total_time_spent_at_sea,voluntary_reporting_total_time_spent_at_sea_through_ice,voluntary_reporting_direct_emissions,voluntary_reporting_average_fuel_consumption_per_distance_on_laden_voyages,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_freight,voluntary_reporting_average_co2_emissions_per_distance_on_laden_voyages,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_freight,voluntary_reporting_additional_comments,voluntary_reporting_average_density_of_the_cargo_transported
9353242,BW PRINCESS,Gas carrier,2019.0,EIV (6.88 gCO₂/t·nm),Oslo,,,30/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,1938.79,,6095.0,338.55,2567.94,2815.47,373.04,,,,958.8,139.21,3.28,,,,,437.64,10.31,,,,,,958.8,,,,,,,,,,,,,,,,
9353589,OVERSEAS MARTINEZ,Oil tanker,2019.0,EIV (6 gCO₂/t·nm),,,,30/06/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,Yes,,,,544.58,,1711.04,177.32,1444.88,0.0,88.84,,,,506.07,115.9,3.45,,,,,364.15,10.84,,,,,,506.07,,,,,,,,,,,,,,,,
9353668,WARIYA NAREE,Bulk carrier,2019.0,EIV (4.52 gCO₂/t·nm),Bangkok,-,,24/04/2020,30/06/2021,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,,Yes,,,1348.78,1276.59,4210.51,413.94,904.5,2706.57,185.5,,,3982.52,1316.2,96.74,2.72,,,,,301.98,8.48,,,,,,1316.2,,,95.34,2.57,,,,,297.43,8.02,,,,,,
9353723,LOLA B,Container ship,2019.0,EIV (28.59 gCO₂/t·nm),Madeira,,,01/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,3838.76,,11983.06,10051.13,0.0,1540.42,391.52,,,,4266.7,69.55,18.6,,,,,217.11,58.05,,,,,,4266.7,,,,,,,,,,,,,,,,
9353735,X-PRESS GODAVARI,Container ship,2019.0,EIV (39.08 gCO₂/t·nm),Valetta,,IA,30/06/2020,30/06/2021,,Korean register of shipping,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",Yes,,,,3185.1,3185.1,9929.49,7881.7,1425.8,380.2,191.5,,,9929.49,4305.3,67.94,15.13,,,,,211.79,47.16,,,,,,4305.3,,,67.94,15.13,,,,,211.79,47.16,,,,,,
9354040,LALINDE,Bulk carrier,2019.0,EIV (8.72 gCO₂/t·nm),MANILA,,,30/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,Yes,,,,599.95,,1870.61,0.0,676.88,1130.15,63.59,,,,980.4,60.25,6.8,,,,,187.85,21.21,,,,,,980.4,,,,,,,,,,,,,,,,
9354052,KINATSI,Bulk carrier,2019.0,EIV (8.72 gCO₂/t·nm),MANILA,,,30/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,Yes,,,,954.41,,2996.18,366.6,1747.61,815.29,66.68,,,,1289.3,70.48,6.02,,,,,221.27,18.91,,,,,,1289.3,,,,,,,,,,,,,,,,
9354076,AFRICAN JACARANDA,Bulk carrier,2019.0,EIV (8.66 gCO₂/t·nm),Monrovia,,,10/02/2020,30/06/2021,,ICS Verification Services Single Member P.C.,Hellenic Accreditation System (ESYD),"55 Filonos Str.
185 35 Piraeus, Greece",Piraeus,1101,Greece,Yes,,,,1180.05,,3700.25,0.0,1914.42,1753.95,31.88,,,,2583.3,58.17,7.16,,,,,182.41,22.44,,,,,,2583.3,,,,,,,,,,,,,,,,
9354167,X-PRESS ANNAPURNA,Container ship,2019.0,EIV (26.39 gCO₂/t·nm),Singapore,,,30/06/2020,30/06/2021,,Korean register of shipping,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",Yes,,,,6837.81,6837.81,21353.04,8781.1,4366.6,6547.9,1768.1,,,21353.04,2818.5,209.98,4.08,,,,,655.73,12.74,,,,,,2818.5,,,209.98,4.08,,,,,655.73,12.74,,,,,,
9354258,SPRUCE EXPRESS,Chemical tanker,2019.0,EIV (5.78 gCO₂/t·nm),Hong Kong,,,02/07/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,Yes,,4177.9,,13126.63,716.2,5051.39,5955.85,1403.18,,,,3256.0,122.87,4.3,,,,,386.03,13.5,,,,,,3256.0,,,,,,,,,,,,,,,,
9354284,BALTIC PRINCESS,Ro-pax ship,2019.0,EIV (2.55 gCO₂/t·nm),Mariehamn,Mariehamn,IA Supper,27/04/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,22040.96,,69451.07,66194.31,0.0,0.0,3256.74,58873.22,7321.1,,7804.0,188.13,,,,134.53,15.65,592.8,,,,423.9,49.32,,7804.0,,,,,,,,,,,,,,,,
9354313,ZALIV AMURSKIY,Oil tanker,2019.0,EIV (4.65 gCO₂/t·nm),Monrovia,Monrovia,IC,10/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,2394.7,,7522.92,687.1,1658.75,3399.77,1045.57,,,,1384.25,172.69,14.82,,,,,542.51,46.57,,,,,,1384.25,,,,,,,,,,,,,,,,
9354349,X-PRESS SOUSSE,Container ship,2019.0,EIV (32.26 gCO₂/t·nm),Tangier,,,30/06/2020,30/06/2021,,Korean register of shipping,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",Yes,,,,2226.47,,6952.63,9.5,2471.7,4154.1,317.0,,,,4103.3,74.87,17.14,,,,,233.8,53.52,,,,,,4103.3,,,,,,,,,,,,,,,,
9354351,ANINA,Container ship,2019.0,EIV (23 gCO₂/t·nm),Madeira,,PC3,17/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,Yes,,,3748.2,,11729.52,9419.14,571.27,603.05,1136.08,,,,3787.6,82.45,10.77,,,,,258.0,33.69,,,,,,3787.6,,,,,,,,,,,,,,,,
9354363,WEC MONDRIAAN,Container ship,2019.0,EIV (23.83 gCO₂/t·nm),Madeira,,,01/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,5084.46,,16051.41,14975.64,0.0,0.0,1075.77,,,,5495.3,80.94,13.67,,,,,255.51,43.16,,,,,,5495.3,,,,,,,,,,,,,,,,
9354375,ARA ATLANTIS,Container ship,2019.0,EIV (23.3 gCO₂/t·nm),Gibraltar,Gibraltar,,25/04/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,Yes,Yes,,4247.3,,13360.33,12199.57,149.19,201.88,809.69,,,,5987.05,74.89,12.34,,,,,235.57,38.83,,,,,,5987.05,,,,,,,,,,,,,,,,
9354387,ANDANTE,Container ship,2019.0,EIV (27.9 gCO₂/t·nm),Madeira,,,09/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,3738.46,,11678.93,10201.53,748.8,468.56,260.04,,,,5480.7,75.81,13.35,,,,,236.84,41.71,,,,,,5480.7,,,,,,,,,,,,,,,,
9354399,BUXTEHUDE,Container ship,2019.0,EIV (36.46 gCO₂/t·nm),SAINT-JOHN'S,,,20/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,3074.8,,9608.7,4079.0,3022.0,2168.4,339.3,,,,4827.0,79.87,15.05,,,,,249.6,47.02,,,,,,4827.0,,,,,,,,,,,,,,,,
9354404,ATLANTIC GREEN,Container ship,2019.0,EIV (18.62 gCO₂/t·nm),MONROVIA,,,28/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,4046.3,,12632.54,4313.78,3410.92,3691.88,1215.95,,,,3776.1,82.81,16.57,,,,,258.52,51.74,,,,,,3776.1,,,,,,,,,,,,,,,,
9354430,HENNEKE RAMBOW,Container ship,2019.0,EIV (36.97 gCO₂/t·nm),HAMBURG,,IA,22/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,7312.5,,23001.6,19027.8,2006.8,1120.4,846.5,,,,6107.0,86.64,15.27,,,,,272.51,48.04,,,,,,6107.0,,,,,,,,,,,,,,,,
9354442,DINA TRADER,Container ship,2019.0,EIV (27.87 gCO₂/t·nm),Gibraltar,,,03/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,2873.18,,9047.39,1818.71,3495.73,3493.79,239.16,,,,4695.03,78.28,15.49,,,,,246.5,48.77,,,,,,4695.03,,,,,,,,,,,,,,,,
9354454,JOANNA BORCHARD,Container ship,2019.0,EIV (32.3 gCO₂/t·nm),Hamburg,Hamburg,IA,12/06/2020,30/06/2021,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,6826.8,,21274.48,10619.9,5169.5,5155.0,330.2,,,,6269.2,82.83,13.51,,,,,258.11,42.11,,,,,,6269.2,,,,,,,,,,,,,,,,
9354466,EMILY BORCHARD,Container ship,2019.0,EIV (29.8 gCO₂/t·nm),Madeira,,IC,24/04/2020,30/06/2021,,EnvService GmbH,Deutsche Akkreditierungsstelle GmbH,Buchenring 14,21272 Egestorf,D-VS-20809-01-00,Germany,,Yes,,,4595.0,,14346.18,8606.0,2055.0,2450.0,1236.0,,,,5666.0,90.84,15.26,,,,,283.62,47.64,,,,,,5666.0,,,,,,,,,,,,,,,,
9354478,IDA RAMBOW,Container ship,2019.0,EIV (30.4 gCO₂/t·nm),HAMBURG,,IA,22/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,4633.7,,14625.34,9654.8,1704.8,1923.9,1341.8,,,,4976.0,80.11,9.88,,,,,252.85,31.19,,,,,,4976.0,,,,,,,,,,,,,,,,
9354521,ANHONA,Oil tanker,2019.0,EIV (6.87 gCO₂/t·nm),MONROVIA,,,30/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,,,609.0,,1900.76,0.0,614.59,1243.85,42.32,,,,344.9,138.63,8.88,,,,,432.68,27.71,,,,,,344.9,,,,,,,,,,,,,,,,
9354571,SICHEM AMETHYST,Chemical tanker,2019.0,EIV (15.48 gCO₂/t·nm),Valletta,,,28/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,2421.6,,7626.19,4494.65,572.93,1204.04,1354.57,,,,4104.48,53.58,11.63,,,,,168.74,36.62,,,,,,4104.48,,,,,,,,,,,,,,,,
9354624,HELLAS SERENITY,Gas carrier,2019.0,EIV (8.79 gCO₂/t·nm),Valletta,Valletta,,29/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,Yes,Yes,,682.4,,2132.76,31.41,1945.13,106.19,50.04,,,,449.8,126.89,280.98,,,,,396.57,878.16,,,,,,449.8,,,,,,,,,,,,,,,,
9354674,A. OBELIX,Container ship,2019.0,EIV (29.8 gCO₂/t·nm),Valletta,,,27/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,,,,4151.4,,12989.95,6347.09,1996.54,3508.04,1138.27,,,,5472.2,96.49,8.07,,,,,301.93,25.26,,,,,,5472.2,,,,,,,,,,,,,,,,
9354739,MALLIKA NAREE,Bulk carrier,2019.0,EIV (4.54 gCO₂/t·nm),Bangkok,-,,24/04/2020,30/06/2021,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,,Yes,,,1665.66,530.03,5212.56,250.65,2711.25,2151.48,99.19,,,1654.56,1909.6,81.04,4.2,,,,,253.62,13.15,,,,,,1909.6,,,77.58,1.34,,,,,242.18,4.17,,,,,,
9354791,HEMUS,Bulk carrier,2019.0,EIV (9.05 gCO₂/t·nm),Valletta,,,02/06/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,1380.19,,4348.03,663.16,3164.51,238.0,282.32,,,,1683.31,78.05,0.47,,,,,245.89,1.47,,,,,,1683.31,,,,,,,,,,,,,,,,
9354832,STAR NINA,Bulk carrier,2019.0,EIV (3.98 gCO₂/t·nm),Majuro,,,20/03/2020,30/06/2021,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,2126.81,,6660.13,1479.97,2216.11,2565.89,398.15,,,,2920.0,113.39,2.37,,,,,355.09,7.42,,,,,,2920.0,,,,,,,,,,,,,,,,
9354844,ALEXANDRA,Bulk carrier,2019.0,EIV (3.92 gCO₂/t·nm),PIRAEUS,,,28/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,1396.0,,4372.35,0.0,1358.0,2964.0,51.0,,,,1419.0,103.65,2.47,,,,,324.65,7.74,,,,,,1419.0,,,,,,,,,,,,,,,,
9354894,ATLANTIC LILY,Chemical tanker,2019.0,EIV (5.92 gCO₂/t·nm),Hong Kong,,,07/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,Yes,,964.7,797.4,3015.35,194.0,521.4,1943.96,355.98,,,2493.95,799.7,108.77,3.46,,,,,339.99,10.83,,,,,,799.7,,,108.87,2.86,,,,,340.52,8.96,,,,,,
9354909,ATLANTIC OLIVE,Chemical tanker,2019.0,EIV (5.83 gCO₂/t·nm),Hong Kong,,,14/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,Yes,,1509.8,1028.2,4760.23,268.74,1760.55,2158.53,572.41,,,3232.04,1575.4,89.35,3.54,,,,,281.72,11.17,,,,,,1575.4,,,84.19,2.41,,,,,264.64,7.58,,,,,,
9354911,ATLANTIC ROSE,Chemical tanker,2019.0,EIV (6.33 gCO₂/t·nm),Hong Kong,,,07/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,Yes,,1775.2,1300.9,5552.93,547.79,2344.34,2168.73,492.08,,,4068.31,1862.1,90.49,3.69,,,,,283.06,11.54,,,,,,1862.1,,,88.3,2.7,,,,,276.15,8.46,,,,,,
9355032,LADY ROSE,Refrigerated cargo carrier,2019.0,EIV (28.7 gCO₂/t·nm),PANAMA,,,09/03/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,Yes,Yes,,6702.48,,20905.55,2830.25,5589.35,11820.42,665.52,,,,4332.4,99.36,28.66,,,,,309.9,89.4,,,,,,4332.4,,,,,,,,,,,,,,,,
9355044,LADY ROSEMARY,Refrigerated cargo carrier,2019.0,EIV (28.73 gCO₂/t·nm),PANAMA,,,09/03/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,Yes,Yes,,6658.83,,20761.02,1101.42,5615.44,13420.04,624.12,,,,4082.49,101.06,25.09,,,,,315.09,78.22,,,,,,4082.49,,,,,,,,,,,,,,,,
9355109,GRANDWAY STAR,General cargo ship,2019.0,EIV (11.86 gCO₂/t·nm),Panama,,,01/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,447.54,,1404.81,25.81,516.61,835.63,26.77,,,,874.8,50.94,,,7.69,,,159.91,,,24.14,,,,874.8,,,,,,,,,,,,,,,,
9355185,PRIMROSE ACE,Vehicle carrier,2019.0,EIV (24.14 gCO₂/t·nm),MONROVIA,,,15/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,5402.13,,16975.76,71.3,7687.18,8774.3,442.97,,,,4483.1,90.96,19.28,,,,,285.82,60.6,,,,,,4483.1,,,,,,,,,,,,,,,,
9355197,WISTERIA ACE,Vehicle carrier,2019.0,EIV (24.16 gCO₂/t·nm),MONROVIA,,,09/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,2063.42,2001.65,6452.85,1425.18,3104.36,1725.44,197.89,,,6254.97,1675.92,84.17,16.03,,,,,263.22,50.14,,,,,,1675.92,,,,15.55,,,,,,48.6,,,,,,
9355202,ARTEMIS LEADER,Vehicle carrier,2019.0,EIV (17.99 gCO₂/t·nm),PANAMA,,,01/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,781.9,,2441.18,273.51,1838.03,294.25,35.38,,,,589.56,86.38,16.51,,,,,269.68,51.53,,,,,,589.56,,,,,,,,,,,,,,,,
9355214,RHEA LEADER,Vehicle carrier,2019.0,EIV (16.21 gCO₂/t·nm),TOKYO,,,02/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,2871.4,,8996.23,4141.55,1966.57,2296.84,591.28,,,,1730.8,105.04,16.34,,,,,329.1,51.2,,,,,,1730.8,,,,,,,,,,,,,,,,
9355226,HESTIA LEADER,Vehicle carrier,2019.0,EIV (16.22 gCO₂/t·nm),TOKYO,,,02/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,3511.2,,10988.37,3033.95,5633.3,1594.68,726.43,,,,2587.5,95.55,16.86,,,,,299.04,52.76,,,,,,2587.5,,,,,,,,,,,,,,,,
9355238,GRAND DAHLIA,Vehicle carrier,2019.0,EIV (26.63 gCO₂/t·nm),,,,10/06/2020,30/06/2021,,Korean register of shipping,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",,Yes,,,4042.73,,12678.25,795.44,4339.85,7224.9,318.07,,,,2468.53,115.66,22.99,,,,,362.7,72.11,,,,,,2468.53,,,,,,,,,,,,,,,,
9355240,GRAND LEGACY,Vehicle carrier,2019.0,EIV (26.6 gCO₂/t·nm),,,,10/06/2020,30/06/2021,,Korean register of shipping,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",,Yes,,,1128.62,,3538.68,1585.5,1527.69,209.08,216.41,,,,690.95,112.82,15.59,,,,,353.73,48.87,,,,,,690.95,,,,,,,,,,,,,,,,
9355252,GRAND VEGA,Vehicle carrier,2019.0,EIV (26.64 gCO₂/t·nm),Panama,,,10/06/2020,30/06/2021,,Korean register of shipping,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",,Yes,,,3542.25,,11068.84,1826.73,5877.36,3184.42,180.34,,,,2636.32,103.58,29.71,,,,,323.67,92.83,,,,,,2636.32,,,,,,,,,,,,,,,,
9355288,MAERSK BINTAN,Container ship,2019.0,EIV (19.34 gCO₂/t·nm),Hong Kong,,,23/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,4074.63,4074.63,12724.9,2658.93,6821.33,2887.44,357.2,,,12724.9,2554.9,128.56,5.14,,,,,401.48,16.05,,,,,,2554.9,,,128.56,5.14,,,,,401.48,16.05,,,,,,
9355331,MAERSK BATAM,Container ship,2019.0,EEDI (19.27 gCO₂/t·nm),Singapore,,,10/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,7044.63,7044.63,22026.17,2774.09,9161.36,9698.77,391.95,,,22026.17,3593.6,143.54,6.1,,,,,448.8,19.06,,,,,,3593.6,,,,6.1,,,,,,19.06,,,,,,
9355343,MAERSK BULAN,Container ship,2019.0,EEDI (19.27 gCO₂/t·nm),Singapore,,,12/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,4686.11,4686.11,14619.2,3047.04,8486.55,2748.04,337.56,,,14619.2,2431.4,136.5,5.71,,,,,425.83,17.81,,,,,,2431.4,,,,5.71,,,,,,17.81,,,,,,
9355355,0180 SAFMARINE BAYETE,Container ship,2019.0,EIV (21.67 gCO₂/t·nm),Hong Kong,,,30/04/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,Yes,,,4610.02,,14384.31,2980.73,7041.0,4026.0,339.0,,,,2427.0,138.88,5.46,,,,,433.33,17.02,,,,,,2427.0,,,,,,,,,,,,,,,,
9355367,0179 SAFMARINE BENGUELA,Container ship,2019.0,EIV (21.67 gCO₂/t·nm),Hong Kong,,,30/04/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,Yes,,,4267.0,,13315.22,2851.02,7061.0,3033.87,367.46,,,,2367.1,131.71,5.07,,,,,411.01,15.81,,,,,,2367.1,,,,,,,,,,,,,,,,
